table_name,table,labels,domain,domains,page_title,section_title,headers
11727563-4,"[[[[1, 3], [20914042, 'Crime drama, comedy']], [[9, 3], [20914042, 'Family comedy']], [[16, 3], [547483, 'Action Adventure']], [[17, 3], [20913753, 'Crime drama']], [[21, 3], [20913753, 'Crime drama']], [[26, 3], [20913753, 'Crime drama']], [[29, 3], [593, 'Animated']]]]",[['award.award_discipline']],film,"{'film', 'tv', 'people', 'award'}",list of american films of 1989,h-k,['genre']
11727701-3,"[[[[0, 2], [10802, 'Film noir']], [[1, 2], [593, 'Animated']], [[4, 2], [498104, 'War short']], [[11, 2], [10802, 'Film noir']], [[16, 2], [593, 'Animated musical']]]]",[['film.film_festival_focus']],film,"{'tv', 'film', 'media_common', 'people'}",list of american films of 1962,c-g,['genre']
11728101-5,"[[[[2, 3], [238253, 'Adult , Horror']], [[4, 3], [26787, 'Science fiction']], [[5, 3], [5644, 'Action comedy']]]]","[['film.film_festival_focus', 'award.award_discipline']]",film,"{'film', 'people', 'media_common', 'tv', 'award'}",list of american films of 1975,t-z,['genre']
11728177-3,"[[[[5, 3], [26787, 'Science-fiction']], [[6, 3], [26787, 'Science-fiction']], [[9, 3], [26787, 'Science-fiction']], [[11, 3], [593, 'Animated']], [[12, 3], [4450450, 'Suspense']]]]",[['award.award_discipline']],film,"{'film', 'people', 'media_common', 'tv', 'award'}",list of american films of 1960,i-m,['genre']
11728537-5,"[[[[1, 3], [593, 'Animated']], [[6, 3], [593, 'Animated']], [[13, 3], [237274, 'Thriller']]]]","[['film.film_festival_focus', 'award.award_discipline']]",film,"{'film', 'people', 'media_common', 'tv', 'award'}",list of american films of 1988,l-m,['genre']
11729078-18,"[[[[0, 1], [10576, 'Francis Ford Coppola']], [[1, 1], [11436613, 'Jon Avnet']], [[2, 1], [1194399, 'Peter Hyams']], [[3, 1], [79599, '"" Alan Smithee ""']], [[4, 1], [24202164, 'Rod Hardy']], [[5, 1], [23578955, 'Stuart Gillard']], [[6, 1], [113150, 'David Mirkin']], [[7, 1], [155994, 'John Singleton']], [[8, 1], [331337, 'John Milius']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of american films of 1997,r,['director']
11729311-5,"[[[[3, 2], [10802, 'Film noir']], [[4, 2], [26787, 'Science fiction']], [[8, 2], [10802, 'Film noir']], [[15, 2], [65758, 'Western']]]]",[['film.film_festival_focus']],film,"{'tv', 'film', 'media_common', 'people'}",list of american films of 1956,n-r,['genre']
11729476-3,"[[[[3, 3], [593, 'Animation']], [[4, 3], [238253, 'Animated, Adult']], [[19, 3], [593, 'Animation']]]]","[['film.film_festival_focus', 'award.award_discipline']]",film,"{'film', 'people', 'media_common', 'tv', 'business', 'award'}",list of american films of 1982,h-m,['genre']
11729923-4,"[[[[12, 3], [593, 'Animation']], [[24, 3], [781998, 'Biopic']], [[35, 3], [26787, 'Science fiction']]]]",[['film.film_festival_focus']],film,"{'tv', 'film', 'media_common', 'people'}",list of american films of 1977,n-s,['genre']
11732367-2,"[[[[0, 0], [18309966, 'Billboard']], [[1, 0], [18309966, 'Billboard']], [[2, 0], [18309966, 'Billboard']]]]",[['award.award_presenting_organization']],book,"{'award', 'book'}",yell fire!,album,['provider(s)']
20246201-1,"[[[[0, 0], [426208, 'Mitt Romney']], [[1, 0], [26713474, 'Rick Santorum']], [[2, 0], [168715, 'Ron Paul']], [[3, 0], [179187, 'Newt Gingrich']]]]",[['government.politician']],book,"{'people', 'government', 'book'}","republican party presidential primaries, 2012",primaries and state conventions,['candidate']
20457399-11,"[[[[0, 0], [231986, 'Saumagen (Pork stomach)']], [[2, 0], [449331, 'Gequellde mit Lewwerworscht']], [[6, 0], [32819300, 'Kerscheblotzer (cherry cake)']], [[7, 0], [793839, 'Zwiebelkuchen']], [[8, 0], [881426, 'Federweisser']]]]",[['food.food']],food,{'food'},list of german dishes,palatinate,['name']
20459781-1,"[[[[0, 1], [5906017, 'Mega Manila']], [[1, 1], [2069166, 'Dagupan Northern Luzon Region Ilocos Region Cagayan Valley Region']], [[2, 1], [2138750, 'Naga Bicol Region']], [[3, 1], [285868, 'Cebu Visayas Region']], [[4, 1], [613823, 'Dumaguete Central Visayas Region']], [[5, 1], [433098, 'Dipolog Western Mindanao Region']], [[6, 1], [489401, 'Davao Mindanao Region']], [[7, 1], [2066528, 'Tagum']]]]",[['location.citytown']],broadcast,"{'broadcast', 'location'}",dxdr,ubsi radio stations,['coverage']
2046461-1,"[[[[0, 0], [421402, 'C']], [[1, 0], [1969909, 'F']], [[2, 0], [1969913, 'B ♭']], [[3, 0], [1969915, 'E ♭']], [[4, 0], [1969923, 'A ♭']], [[5, 0], [1969929, 'D ♭']], [[6, 0], [1969937, 'G ♭']], [[7, 0], [1969385, 'C ♭']], [[8, 0], [13807553, 'F ♭']]], [[[0, 1], [2003180, 'a']], [[1, 1], [1978576, 'd']], [[2, 1], [1973718, 'g']], [[3, 1], [1621701, 'c']], [[4, 1], [2080960, 'f']], [[5, 1], [2089166, 'b ♭']], [[6, 1], [2095533, 'e ♭']], [[7, 1], [2114837, 'a ♭']], [[8, 1], [5254428, 'd ♭']]], [[[0, 2], [421402, 'C']], [[1, 2], [1886819, 'G']], [[2, 2], [1969345, 'D']], [[3, 2], [1969886, 'A']], [[4, 2], [1224678, 'E']], [[5, 2], [1969896, 'B']], [[6, 2], [1969903, 'F ♯']], [[7, 2], [2016438, 'C ♯']], [[8, 2], [9316740, 'G ♯']]], [[[0, 3], [2003180, 'a']], [[1, 3], [2011892, 'e']], [[2, 3], [2017062, 'b']], [[3, 3], [2022271, 'f ♯']], [[4, 3], [2046323, 'c ♯']], [[5, 3], [2046461, 'g ♯']], [[6, 3], [2069247, 'd ♯']], [[7, 3], [2069265, 'a ♯']], [[8, 3], [2080960, 'e ♯']]]]","[['music.musical_scale'], ['music.musical_scale'], ['music.musical_scale'], ['music.musical_scale']]",music,{'music'},g-sharp minor,scales and keys,"['flats major', 'flats minor', 'sharps major', 'sharps minor']"
31547882-12,"[[[[0, 1], [215619, 'HR']], [[1, 1], [215619, 'HR']], [[2, 1], [215619, 'HR']], [[3, 1], [215619, 'HR']], [[4, 1], [215619, 'HR']], [[5, 1], [215619, 'HR']], [[6, 1], [215619, 'HR']], [[7, 1], [215619, 'HR']], [[8, 1], [215619, 'HR']], [[9, 1], [215619, 'HR']]]]","[['broadcast.tv_station', 'tv.tv_network']]",broadcast,"{'tv', 'broadcast', 'music'}",list of songs considered the best,"""100 greatest hard rock songs""",['source']
31547882-15,"[[[[0, 2], [215619, 'VH1']], [[1, 2], [215619, 'VH1']], [[2, 2], [215619, 'VH1']], [[3, 2], [215619, 'VH1']], [[4, 2], [215619, 'VH1']], [[5, 2], [215619, 'VH1']], [[6, 2], [215619, 'VH1']], [[7, 2], [215619, 'VH1']], [[8, 2], [215619, 'VH1']], [[9, 2], [215619, 'VH1']]]]","[['broadcast.tv_station', 'tv.tv_network']]",music,"{'tv', 'broadcast', 'music'}",list of songs considered the best,"""100 greatest songs of the past 25 years""",['source']
31547882-25,"[[[[0, 1], [18309966, 'Sxy']], [[1, 1], [18309966, 'Sxy']], [[2, 1], [18309966, 'Sxy']], [[3, 1], [18309966, 'Sxy']], [[4, 1], [18309966, 'Sxy']], [[5, 1], [18309966, 'Sxy']], [[6, 1], [18309966, 'Sxy']], [[7, 1], [18309966, 'Sxy']], [[8, 1], [18309966, 'Sxy']], [[9, 1], [18309966, 'Sxy']]]]",[['award.award_presenting_organization']],book,"{'broadcast', 'award', 'book', 'music'}",list of songs considered the best,"""50 sexiest songs of all time""",['source']
31547882-27,"[[[[0, 2], [869, 'AFI']], [[1, 2], [869, 'AFI']], [[2, 2], [869, 'AFI']], [[3, 2], [869, 'AFI']], [[4, 2], [869, 'AFI']], [[5, 2], [869, 'AFI']], [[6, 2], [869, 'AFI']], [[7, 2], [869, 'AFI']], [[8, 2], [869, 'AFI']], [[9, 2], [869, 'AFI']]]]",[['award.award_presenting_organization']],music,"{'education', 'organization', 'award', 'book', 'music', 'location'}",list of songs considered the best,"""top 100 songs in american cinema""",['source']
31547882-3,"[[[[0, 2], [156699, 'NME']], [[1, 2], [156699, 'NME']], [[2, 2], [156699, 'NME']], [[3, 2], [156699, 'NME']], [[4, 2], [156699, 'NME']], [[5, 2], [156699, 'NME']], [[6, 2], [156699, 'NME']], [[7, 2], [156699, 'NME']], [[8, 2], [156699, 'NME']], [[9, 2], [156699, 'NME']]]]",[['award.award_presenting_organization']],book,"{'business', 'broadcast', 'award', 'book', 'music'}",list of songs considered the best,"""global best song ever poll""",['source']
31547882-4,"[[[[0, 0], [536811, 'Cmu']], [[1, 0], [536811, 'Cmu']], [[2, 0], [536811, 'Cmu']], [[3, 0], [536811, 'Cmu']], [[4, 0], [536811, 'Cmu']], [[5, 0], [536811, 'Cmu']], [[6, 0], [536811, 'Cmu']], [[7, 0], [536811, 'Cmu']], [[8, 0], [536811, 'Cmu']], [[9, 0], [536811, 'Cmu']]]]",[['music.genre']],broadcast,"{'broadcast', 'music'}",list of songs considered the best,"""101 best christian songs of all time""",['source']
31547882-7,"[[[[0, 2], [928899, 'CMT']], [[1, 2], [928899, 'CMT']], [[2, 2], [928899, 'CMT']], [[3, 2], [928899, 'CMT']], [[4, 2], [928899, 'CMT']], [[5, 2], [928899, 'CMT']], [[6, 2], [928899, 'CMT']], [[7, 2], [928899, 'CMT']], [[8, 2], [928899, 'CMT']], [[9, 2], [928899, 'CMT']]]]","[['tv.tv_program_creator', 'tv.tv_network']]",music,"{'film', 'people', 'tv', 'broadcast', 'business', 'organization', 'music'}",list of songs considered the best,"""100 greatest songs of country music""",['source']
31547882-8,"[[[[0, 1], [15613, 'Jaz']], [[1, 1], [15613, 'Jaz']], [[2, 1], [15613, 'Jaz']], [[3, 1], [15613, 'Jaz']], [[4, 1], [15613, 'Jaz']], [[5, 1], [15613, 'Jaz']], [[6, 1], [15613, 'Jaz']], [[7, 1], [15613, 'Jaz']], [[8, 1], [15613, 'Jaz']], [[9, 1], [15613, 'Jaz']]]]","[['broadcast.radio_format', 'music.genre']]",broadcast,"{'broadcast', 'media_common', 'education', 'music'}",list of songs considered the best,"""100 quintessential jazz songs""",['source']
31547882-9,"[[[[0, 1], [26168, 'R&B']], [[1, 1], [26168, 'R&B']], [[2, 1], [26168, 'R&B']], [[3, 1], [26168, 'R&B']], [[4, 1], [26168, 'R&B']], [[5, 1], [26168, 'R&B']], [[6, 1], [26168, 'R&B']], [[7, 1], [26168, 'R&B']], [[8, 1], [26168, 'R&B']], [[9, 1], [26168, 'R&B']]]]","[['broadcast.radio_format', 'music.genre']]",broadcast,"{'film', 'broadcast', 'media_common', 'music'}",list of songs considered the best,"""100 greatest soul/r & b songs of all time""",['source']
31549222-1,"[[[[0, 1], [18589015, 'Elmer']], [[4, 1], [359976, 'Gossamer']], [[5, 1], [100117, 'Marvin , K-9']], [[6, 1], [6882939, 'Playboy Penguin']], [[8, 1], [51847, 'Daffy , Elmer']], [[10, 1], [198425, 'Sam']]], [[[0, 2], [7672, 'Chuck Jones']], [[1, 2], [73100, 'Tex Avery']], [[2, 2], [198354, 'Bob Clampett']], [[3, 2], [197469, 'Friz Freleng']]]]","[['tv.tv_character'], ['tv.tv_program_creator', 'tv.tv_director']]",film,"{'film', 'tv', 'fictional_universe', 'people'}",the essential bugs bunny,disc 1,"['co-stars', 'director']"
1970777-1,"[[[[0, 0], [11968, 'George Washington']], [[1, 0], [29922, 'Thomas Jefferson']], [[2, 0], [307, 'Abraham Lincoln']], [[3, 0], [1623, 'Andrew Jackson']], [[4, 0], [12495, 'Grover Cleveland']], [[5, 0], [31752, 'Ulysses S. Grant']], [[6, 0], [3986, 'Benjamin Franklin']]]]",[['government.politician']],book,"{'people', 'government', 'book'}",federal reserve bank note,large-size notes,['description obverse']
11173692-9,"[[[[0, 1], [4461881, '2007 (part of Bonaparti.lv )']], [[1, 1], [1923983, '2006 (Runner-up)']], [[2, 1], [208826, '1999 (winner)']]]]",[['award.competition']],music,"{'award', 'time', 'music'}",eurovision song contest 2008,returning artists,['previous year(s)']
25361474-1,"[[[[0, 1], [89492, 'Prince Valiant']], [[3, 1], [16808, 'King Arthur']], [[5, 1], [352603, 'Morgan le Fay']], [[8, 1], [113536, 'Prince Gawain']]]]",[['tv.tv_character']],film,"{'fictional_universe', 'film', 'tv', 'people'}",prince valiant (1997 film),cast,['role']
253785-1,"[[[[0, 0], [19179331, 'Donald Duck , Mickey Mouse , Goofy , Big Bad Wolf , Brer Rabbit , Bucky Bug , Fethry Duck , Grandma Duck , Jr. Woodchucks , Scamp']], [[1, 0], [29378, 'Scrooge McDuck , Gyro Gearloose , Beagle Boys , Launchpad McQuack , Magica De Spell , Fethry Duck, Donald Duck']], [[3, 0], [2554026, 'Donald Duck, Scrooge McDuck, Mickey Mouse, Duck Avenger']], [[4, 0], [76639, 'Mickey Mouse, Donald Duck, Goofy, Minnie Mouse , Pluto , Ellsworth']]]]",[['tv.tv_character']],film,"{'film', 'tv', 'fictional_universe'}",gemstone publishing,disney comics,['stories featuring']
404748-2,"[[[[0, 0], [14618, 'İsmet İnönü']], [[1, 0], [14618, 'İsmet İnönü']], [[2, 0], [14618, 'İsmet İnönü']], [[3, 0], [14618, 'İsmet İnönü']], [[4, 0], [649534, 'Bülent Ecevit']], [[5, 0], [649534, 'Bülent Ecevit']], [[6, 0], [649534, 'Bülent Ecevit']], [[7, 0], [649534, 'Bülent Ecevit']]]]",[['government.politician']],book,"{'people', 'government', 'book'}",republican people's party (turkey),senate elections,['party leader']
40482333-1,"[[[[0, 1], [24189524, 'Rachel Berry Category:Articles with hCards']], [[1, 1], [24189551, 'Artie Abrams Category:Articles with hCards and Kitty Wilde Category:Articles with hCards with New Directions']], [[2, 1], [24189541, 'Kurt Hummel Category:Articles with hCards and Blaine Anderson Category:Articles with hCards with the McKinley High marching band']], [[3, 1], [24189551, 'Artie Abrams Category:Articles with hCards and Kitty Wilde Category:Articles with hCards']], [[4, 1], [21845408, 'Blaine Anderson Category:Articles with hCards and Sam Evans Category:Articles with hCards with New Directions, Vocal Adrenaline, Haverbrook School for the Deaf and Dalton Academy Warblers']], [[5, 1], [24189524, 'Rachel Berry Category:Articles with hCards and Santana Lopez Category:Articles with hCards with Starlight Diner co-workers']], [[6, 1], [21845408, 'Blaine Anderson Category:Articles with hCards , Sam Evans Category:Articles with hCards , Jake Puckerman Category:Articles with hCards and Ryder Lynn Category:Articles with hCards']], [[7, 1], [21845408, 'Blaine Anderson Category:Articles with hCards with New Directions, Dalton Academy Warblers, Vocal Adrenaline, Haverbrook School for the Deaf, Rachel Berry Category:Articles with hCards , Burt Hummel Category:Articles with hCards , Mercedes Jones Category:Articles with hCards , Santana Lopez Category:Articles with hCards and Will Schuester Category:Articles with hCards']], [[8, 1], [24189569, 'Tina Cohen-Chang Category:Articles with hCards']], [[9, 1], [24189541, 'Kurt Hummel Category:Articles with hCards and Rachel Berry Category:Articles with hCards with NYADA students']], [[10, 1], [28731902, 'Sam Evans Category:Articles with hCards with Ryder Lynn Category:Articles with hCards and Jake Puckerman Category:Articles with hCards']], [[11, 1], [24189589, 'Dani and Santana Lopez Category:Articles with hCards']], [[12, 1], [24189417, 'Jake Puckerman Category:Articles with hCards , Ryder Lynn Category:Articles with hCards , Wade ""Unique"" Adams Category:Articles with hCards and Marley Rose Category:Articles with hCards']], [[13, 1], [21845408, 'Blaine Anderson Category:Articles with hCards , Kitty Wilde Category:Articles with hCards , Tina Cohen-Chang Category:Articles with hCards and Sam Evans Category:Articles with hCards with New Directions']], [[14, 1], [24189524, 'Rachel Berry Category:Articles with hCards , Santana Lopez Category:Articles with hCards , Kurt Hummel Category:Articles with hCards and New Directions']], [[15, 1], [24189667, 'Mercedes Jones Category:Articles with hCards , Santana Lopez Category:Articles with hCards , Kurt Hummel Category:Articles with hCards , Noah Puckerman Category:Articles with hCards , Tina Cohen-Chang Category:Articles with hCards and New Directions']], [[16, 1], [24189667, 'Mercedes Jones Category:Articles with hCards with New Directions']], [[17, 1], [24189551, 'Artie Abrams Category:Articles with hCards and Sam Evans Category:Articles with hCards with New Directions']], [[18, 1], [24189589, 'Santana Lopez Category:Articles with hCards with New Directions']], [[19, 1], [24189620, 'Noah Puckerman Category:Articles with hCards']], [[20, 1], [24189524, 'Rachel Berry Category:Articles with hCards']]]]",[['tv.tv_character']],music,"{'film', 'tv', 'fictional_universe', 'music'}",list of songs in glee (season 5),songs,['performed by']
3358304-1,"[[[[0, 0], [47459, 'Kirk']], [[1, 0], [53571, 'Spock']], [[2, 0], [422828, 'Scotty']], [[3, 0], [180437, 'Chekov']], [[4, 0], [27105, 'McCoy']], [[5, 0], [363853, 'Sulu']], [[6, 0], [145362, 'Uhura']], [[7, 0], [18621845, 'Picard']], [[8, 0], [51142, 'Riker']], [[9, 0], [27108, 'La Forge']], [[10, 0], [47676, 'Data']], [[11, 0], [27078, 'Worf']], [[12, 0], [27103, 'Crusher']], [[13, 0], [27107, 'Troi']]]]",[['tv.tv_character']],film,"{'film', 'tv', 'fictional_universe'}",star trek (film franchise),cast members,['character character']
33585121-2,"[[[[0, 1], [159945, 'Religious']], [[1, 1], [178808, 'Public']], [[2, 1], [5247, 'Country']], [[3, 1], [20083053, 'Hot Adult Contemporary']], [[4, 1], [294091, 'Classic rock']], [[5, 1], [3114484, 'Regional Mexican']], [[6, 1], [159945, 'Religious']]], [[[3, 2], [114587, 'Copeland, Kansas']], [[4, 2], [114997, 'Leoti, Kansas']], [[5, 2], [114589, 'Ingalls, Kansas']]]]","[['broadcast.radio_format'], ['location.citytown']]",broadcast,"{'broadcast', 'location'}","media in garden city, kansas",fm,"['format', 'city of license']"
33595002-10,"[[[[0, 0], [198369, 'Robert McKimson']], [[1, 0], [6114952, 'Gerry Chiniquy']], [[2, 0], [198369, 'Robert McKimson']], [[5, 0], [198369, 'Robert McKimson']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of the pink panther cartoons,1976,['director']
33595002-2,"[[[[0, 0], [5082372, 'Hawley Pratt']], [[1, 0], [5082372, 'Hawley Pratt']], [[2, 0], [5082372, 'Hawley Pratt']], [[3, 0], [5082372, 'Hawley Pratt']], [[4, 0], [5082372, 'Hawley Pratt']], [[5, 0], [5082372, 'Hawley Pratt']], [[6, 0], [5082372, 'Hawley Pratt']], [[7, 0], [5082372, 'Hawley Pratt']], [[8, 0], [5082372, 'Hawley Pratt']], [[9, 0], [5082372, 'Hawley Pratt']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of the pink panther cartoons,1966,['director']
33595002-3,"[[[[0, 0], [5082372, 'Hawley Pratt']], [[1, 0], [5082372, 'Hawley Pratt']], [[2, 0], [5082372, 'Hawley Pratt']], [[3, 0], [5082372, 'Hawley Pratt']], [[4, 0], [5082372, 'Hawley Pratt']], [[5, 0], [6114952, 'Gerry Chiniquy']], [[6, 0], [6114952, 'Gerry Chiniquy']], [[7, 0], [5082372, 'Hawley Pratt']], [[8, 0], [5082372, 'Hawley Pratt']], [[9, 0], [5082372, 'Hawley Pratt']], [[10, 0], [5082372, 'Hawley Pratt']], [[11, 0], [6114952, 'Gerry Chiniquy']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of the pink panther cartoons,season 2,['director']
33595002-9,"[[[[0, 0], [198369, 'Robert McKimson']], [[1, 0], [6114952, 'Gerry Chiniquy']], [[2, 0], [6114952, 'Gerry Chiniquy']], [[3, 0], [6114952, 'Gerry Chiniquy']], [[5, 0], [6114952, 'Gerry Chiniquy']], [[6, 0], [6114952, 'Gerry Chiniquy']], [[7, 0], [6114952, 'Gerry Chiniquy']], [[8, 0], [198369, 'Robert McKimson']], [[10, 0], [6114952, 'Gerry Chiniquy']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of the pink panther cartoons,season 6,['director']
33608247-2,"[[[[0, 1], [159945, 'Religious']], [[1, 1], [13291502, 'Christian Contemporary']], [[2, 1], [159945, 'Religious']], [[3, 1], [159945, 'Religious']], [[4, 1], [178808, 'Public']], [[5, 1], [294091, 'Classic rock']], [[6, 1], [13291502, 'Christian Contemporary']], [[7, 1], [5247, 'Country']], [[8, 1], [5247, 'Country']], [[9, 1], [20083053, 'Hot Adult Contemporary']], [[10, 1], [159945, 'Religious']], [[11, 1], [30077, 'Talk']]]]",[['broadcast.radio_format']],broadcast,{'broadcast'},"media in hays, kansas",fm,['format']
33478661-1,"[[[[0, 0], [797714, 'Digital download and 7"" record']], [[1, 0], [797714, 'Digital download and 7"" record']], [[2, 0], [797714, 'Digital download and 7"" record']]]]",[['music.media_format']],music,{'music'},veronica falls,singles,['format']
33509371-14,"[[[[0, 1], [1476749, 'Best Supporting Actress – Motion Picture']], [[1, 1], [1476749, 'Best Supporting Actress – Motion Picture']], [[2, 1], [186068, 'Best Actress in a Motion Picture – Drama']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by natalie portman,awards,['category']
33509371-37,"[[[[0, 1], [484974, 'Best Performance by a Younger Actor']], [[1, 1], [484842, 'Best Actress']], [[2, 1], [484842, 'Best Actress']], [[3, 1], [484842, 'Best Actress']], [[4, 1], [484842, 'Best Actress']], [[5, 1], [484842, 'Best Actress']]]]",[['award.award_category']],film,"{'film', 'award'}",list of awards and nominations received by natalie portman,awards,['category']
9587136-2,"[[[[0, 3], [132482, 'Erie']], [[1, 3], [132482, 'Erie']], [[2, 3], [128899, 'Conneaut, Ohio']], [[3, 3], [132477, 'Corry']], [[4, 3], [132482, 'Erie']], [[5, 3], [132482, 'Erie']], [[6, 3], [132499, 'North East']]]]",[['location.citytown']],broadcast,"{'broadcast', 'organization', 'location'}","media in erie, pennsylvania",am,['city of license']
23772105-5,"[[[[0, 0], [255849, 'Laserdisc']], [[1, 0], [52124, 'Laserdisc, VHS']], [[2, 0], [11014498, 'DVD']]]]","[['music.media_format', 'law.invention']]",music,"{'business', 'law', 'music'}",frankie goes to hollywood discography,video albums,['format']
22620630-6,"[[[[0, 0], [6429, 'CD single (2-track)']], [[1, 0], [797714, 'Digital download']], [[3, 0], [2258906, 'Maxi single']], [[4, 0], [172121, 'France 12"" maxi single (1)']]]]",[['music.media_format']],music,"{'business', 'organization', 'music'}",when love takes over,release history,['format']
22641910-1,"[[[[0, 1], [29407320, 'James Cellan Jones']], [[1, 1], [4134191, 'John Glenister']], [[2, 1], [29407320, 'James Cellan Jones']], [[4, 1], [29407320, 'James Cellan Jones']]]]",[['tv.tv_director']],book,"{'film', 'tv', 'people', 'book'}",maigret (1992 tv series),episodes,['director']
21403482-4,"[[[[0, 1], [2256310, 'WXIN']], [[1, 1], [2256310, 'WXIN']], [[2, 1], [2182249, 'WTTV']], [[3, 1], [2182249, 'WTTV']], [[4, 1], [2182249, 'WTTV']], [[5, 1], [2182249, 'WTTV']], [[6, 1], [2182249, 'WTTV']], [[7, 1], [2182249, 'WTTV']], [[8, 1], [2182249, 'WTTV']], [[9, 1], [2182249, 'WTTV']]]]",[['broadcast.tv_station']],broadcast,"{'people', 'broadcast', 'time'}",list of indiana pacers broadcasters,1980s,['channel']
21403482-5,"[[[[0, 1], [2182249, 'WTTV']], [[1, 1], [2182249, 'WTTV']], [[2, 1], [2182249, 'WTTV']], [[3, 1], [2182249, 'WTTV']], [[4, 1], [2182249, 'WTTV']], [[5, 1], [2182249, 'WTTV']], [[6, 1], [2182249, 'WTTV']], [[7, 1], [2182249, 'WTTV']]]]",[['broadcast.tv_station']],broadcast,"{'people', 'broadcast', 'time'}",list of indiana pacers broadcasters,1970s,['channel']
21419385-4,"[[[[0, 0], [8153228, 'SportsChannel New York']], [[1, 0], [628373, 'WBNY']], [[2, 0], [628373, 'WBNY']], [[3, 0], [628373, 'WBNY']], [[4, 0], [1567291, 'WGRZ-TV']], [[5, 0], [1567291, 'WGRZ-TV']], [[6, 0], [1567291, 'WGRZ-TV']], [[7, 0], [1567291, 'WGRZ-TV']], [[8, 0], [1567291, 'WGR-TV']], [[9, 0], [1567291, 'WGR-TV']], [[10, 0], [1567291, 'WGR-TV']]]]",[['broadcast.tv_station']],broadcast,"{'people', 'broadcast'}",list of buffalo sabres broadcasters,1980s,['channel']
16781926-7,"[[[[0, 0], [52124, 'In Giro Per Il Mondo Released: November 1, 1992 Studio: Sony BMG Format: VHS']], [[2, 0], [11014498, 'Stilelibero Released: November 12, 2001 Studio: Ariola (BMG) Format: VHS, DVD']], [[4, 0], [11015826, '21.00: Eros Live World Tour 2009/2010 Released: 2010 Studio: Sony Music Format: DVD, Blu-ray']]]]","[['music.media_format', 'law.invention']]",music,"{'business', 'law', 'music'}",eros ramazzotti discography,concert tour videos,['video information video information']
16661393-3,"[[[[0, 2], [6429, 'CD']], [[1, 2], [6429, 'CD']], [[2, 2], [6429, 'CD']], [[3, 2], [6429, 'CD']]]]","[['music.media_format', 'interests.collection_category', 'law.invention', 'business.product_category']]",music,"{'interests', 'business', 'organization', 'music', 'law', 'location'}",unfold (marié digby album),release details,['format']
5945413-6,"[[[[0, 2], [158889, 'George Clooney of The American Leonardo DiCaprio of Inception & Shutter Island Robert Downey, Jr. of Iron Man 2 Ryan Reynolds of Buried']], [[1, 2], [52627, 'Antonio Banderas of The Skin I Live In Dominic Cooper of The Devil’s Double Tom Cruise of Mission Impossible: Ghost Protocol Chris Evans of Captain America: The First Avenger Ben Kingsley of Hugo']], [[2, 2], [331124, 'Christian Bale of The Dark Knight Rises Daniel Craig of Skyfall Martin Freeman of The Hobbit: An Unexpected Journey Hugh Jackman of Les Misérables Joseph Gordon-Levitt of Looper']]]]",[['celebrities.celebrity']],film,"{'film', 'celebrities', 'people', 'tv', 'award', 'time', 'music'}",saturn award for best actor,2010s,['nominees']
3558215-3,"[[[[0, 0], [331124, 'Christian Bale']], [[1, 0], [3075, 'Albert Brooks']], [[2, 0], [564099, 'Philip Seymour Hoffman']]]]",[['celebrities.celebrity']],film,"{'celebrities', 'film', 'tv', 'people'}",florida film critics circle award for best supporting actor,2010s,['nominee']
10241685-2,"[[[[0, 0], [16015934, 'Ron Lagomarsino']], [[2, 0], [25746093, 'Michael Pressman']], [[4, 0], [3021000, 'Jeremy Kagan']], [[10, 0], [1759432, 'Donald Petrie']], [[22, 0], [7340793, 'Oz Scott']], [[24, 0], [3650743, 'Michael Schultz']], [[26, 0], [23964754, 'Alan Myerson']], [[28, 0], [3021000, 'Jeremy Kagan']], [[38, 0], [18284842, 'Michael Fresco']]]]",[['tv.tv_director']],film,"{'film', 'tv', 'people'}",list of picket fences episodes,season 1 (1992 1993),['director(s)']
9442840-1,"[[[[0, 1], [3152250, 'Lexington']], [[1, 1], [3152250, 'Hudson , Jack Danforth']], [[2, 1], [3152250, 'Angela']], [[3, 1], [3152250, 'Brooklyn , The Magus , Owen Burnett , Vinnie']], [[4, 1], [3709104, 'Goliath , Thailog , Officer Morgan']], [[5, 1], [3152250, 'Broadway']], [[6, 1], [2506940, 'David Xanatos , Coyote']], [[7, 1], [383963, 'Elisa Maza , Salli, Delilah']], [[8, 1], [1283907, 'Demona , Margot Yale']], [[9, 1], [3152250, 'Bronx , Boudicca, Cagney, Gilgamesh, Gilly']]]]",[['tv.tv_character']],film,"{'fictional_universe', 'film', 'tv', 'people'}",list of gargoyles cast members,regular cast members,['characters']
